;Server;internal_article_number;article_hash;componentname;componentidentifier;manufacturer;manufacturer_description;component_erpreferencenumber;implant
34093;KPRDCSA03;9026011395;0d65d65d47a48ca7fefe9b621fda26165b1f4bd1f25b97dcd8d2a975783e3e45;valve L:160mm l:110*70mm;GR2896;;Unknown;;False
34094;KPRDCSA03;9026011822;bad07b1df3219a6098fb4deb810ba019f8d448db73ed248ab180b87335dc3784;écarteur cadre avec valves à crémaillère;GR2898;;Medicon;;False
34095;KPRDCSA03;9026011945;b3db7d317391a59c7a6ed1dd529c0d9e681bc38e3c2ffb7abde35e96a82e18d6;pince chirurgicale L:210mm 2*1 griffes;GR2816;;Duchateau;;False
34102;KPRDCSA03;9026011372;702193a704cf4ee658de38c949cdabd61c647dcd94f929e34c5106443b0e7647;pince J-L Faure coudée L:205mm 2*1 griffes;GR2818;;Unknown;;False
34105;KPRDCSA03;9026012127;67101f3f9c7aaccb07fb2dc2f6512af44142c8dd3b5d5aa881ad082b0449b5e7;pince Hanaey L:200mm;GR2819;;Nopa;;False
34106;KPRDCSA03;9026012097;eae2010822ab41fabaed7073ee4ba84a4d638514d3ead01faaf4d72b33e26b71;pince Hanaey L:210mm;GR2820;;Lawton;;False
34107;KPRDCSA03;9026012128;e4b8fa42d3f5423b500f6ebec5ab9dec71b302c8471979a32b387ac567c467cb;pince Hanaey L:240mm;GR2821;;Nopa;;False
34108;KPRDCSA03;9026011318;5668ab40183de9fede59c66a37fd3e586d7cfbaa02d38819fe0a1f6ee43fdaa7;pince à col L:260mm;GR2680;;Unknown;;False
34110;KPRDCSA03;9026011838;ba90f975669d5f87d92a9edcce7c5c6a1108fa0c2d49b51c16c3feb484853ac6;pince à pansement utérin de Bozemann L:260mm;GR2796;;Leibinger;;False
34111;KPRDCSA03;9026012130;d0daff35256f0e57fab83d44b17e6401c8daa404b5ab084ca685e4fbf4eb9298;couteau L:270mm;GR2826;;Nopa;;False
34113;KPRDCSA03;9026011099;55ec11f14092e52cb0a21800760b6eaf5163ab0b60074b97d60bbda07f929762;écarteur 6 dents mousse L:215mm;GR2824;;Storz;;False
34115;KPRDCSA03;9026012129;5de9b1a3828d05231d6b232a55a0fa84691dfcbf18b78cd7d7ee5d181b8609c3;lame malléable L:200mm;GR2822;;Nopa;;False
34116;KPRDCSA03;9026011373;f51f5db6475298c8ddd6ad251ee1c86108d9967cb49b065eaf74c8b746d3a232;lame malléable L:290mm;GR2823;;Unknown;;False
34117;KPRDCSA03;9026012131;3cfa953a741cd38d1c28bc5a5d08ec880d496a28b678382265b1fb3d39d42e9d;valve vaginale de Doyen L:250mm;GR2827;;Nopa;;False
34118;KPRDCSA03;9026012132;9ca332e6ab15fd2fe08a09750c538dffd8b0587f82e4dd5924fd13c4a5d0e67e;valve pour cadre de Kirschner L:220mm l:80mm;GR2829;;Nopa;;False
34119;KPRDCSA03;9026011374;3938e46dfc48f27f36c48ba39678717425a103d19426228cb7ff2081f815d9a0;cadre de Kirschner pliable 290mm*290mm;GR2831;;Unknown;;False
34120;KPRDCSA03;9026011375;9efeac4de99ec0f6e10ed1c553458436697f1de267ec55570dbf448ef1f58913;dilatateur fin L:195mm;GR2833;;Unknown;;False
34121;KPRDCSA03;9026011948;8173e2a731f32d2afdfc79cd3619c4b69cf79a5fd1b4a76d41e5fa02fbfd1e55;dilatateur D. 1/2mm L:200mm;GR2834;;Duchateau;;False
34122;KPRDCSA03;9026011947;367890211d53592e29ac9db3f259775fc0ba6baa231f8fcfc776710f8b7f5991;dilatateur D. 3/4mm L:200mm;GR2832;;Duchateau;;False
34128;KPRDCSA03;9026011383;8e3050f54c390c3a0d099b5d1a8aba5fafac859972dc5ae89a3f3d5786ae236b;ciseaux Mayo courbes L:160mm;GR2858;;Unknown;;False
34129;KPRDCSA03;9026011384;aefe70cec881909666c74c5a60d4f9a8b620ef1a7d8ffdcdb5da0fee370c3418;pince de Foester en olive L:245mm;GR2860;;Unknown;;False
34131;KPRDCSA03;9026011497;0730a2b2080c3940fb1ed56ba34cca17d40b031827a0c39c36edcfcd1c2731b0;ciseaux Mayo courbes L:170mm;GR2793;;Diamond;;False
34132;KPRDCSA03;9026011367;47d113997072ea681f8cd11e5082fe543591e50cc6878df9bc854bce970a39b9;ciseaux Metzenbaum courbes L:185mm;GR2794;;Unknown;;False
34135;KPRDCSA03;9026011836;12790ddd5d28dfdc6dedc96b9f5e66733ef55cafa28ca24fcbaf200766cc9788;pince JL Faure L:210mm 2*1 griffes;GR2597;;Leibinger;;False
34137;KPRDCSA03;9026011273;6f43b95b6a3a3566eefe4b4bc05c34e6203c85c837d5f10410726b79c003f8cc;ciseaux Mayo droits L:160mm;GR2580;;Unknown;;False
34138;KPRDCSA03;9026011639;a1535e8738aca33b4ee1a00f8613dd059bf3747ad11c722aa504fef23da23af0;ciseaux Metzenbaum courbes L:205mm;GR2745;;sklar;;False
34140;KPRDCSA03;9026041509;99b4c756a8b9e174fc2a2fa25269e1b868a9e68fe4db1282fc5908a6d5485894;Pince JL Faure courbe pour artère utérine L:210mm 2*1 griffes;GR6285;;Unknown;NA;False
34143;KPRDCSA03;9026023705;d9e42864610f3e015462f83151bf5d5e0a219696ff296838e985708d11ad262f;valve de Breisky l:25*100mm L:300mm;GR4696;;Unknown;NA;False
34144;KPRDCSA03;9026012021;83e868c04f3fb4dce79e59ae1e77e752dd9eb78b070d19bfaf040d77d9458d4b;pince dissection anatomique L:250mm petites griffes;GR2739;;Simal;;False
34145;KPRDCSA03;9026011044;55a40f3a36a71f2a8da2e360fa3fb439f9ed31a00b9d9d1e38530ac5e18c42f9;ciseaux Metzenbaum courbes L:180mm;GR2742;;Snowden & Spencer;;False
34146;KPRDCSA03;9026012161;a74e2e00661925a931297cae2788efe33974b62f8e4ea34f74f13544c9e7cf4c;pince JL Faure L:210mm 2*1 griffes;GR2575;;paul louis;;False
34148;KPRDCSA03;9026011931;be91d9485e2a698e2232c8062bf2f3bac35678d3752d560cf6a3c85198162113;pince de Foester courbe L:245mm;GR2743;;AMICO;;False
34152;KPRDCSA03;9026012095;27894086059cf34645f6c135937bd26f826e171ff13e28e80233025268c19246;pince Duval en olive L:250mm;GR2551;;Lawton;;False
34155;KPRDCSA03;9026011038;208bc69113cb6032786535c49a3af702abc59fbd27c3e545e14bac2292a68709;ciseaux droits L:195mm;GR2718;;Heljestrand;;False
34156;KPRDCSA03;9026011637;3c2c4f6457155e6024688df9988cc5162995e0fbcf70170bd4341b6a305e3fe8;"ciseaux à dissection en ""S"" L:235mm";GR2720;;sklar;;False
34158;KPRDCSA03;9026036741;9b786312b3bfab2dace8f935f6988c206d34776cd750c73ea7e990b7b1e28bb2;pince Halsted-Mosquito L:210mm sans griffes;GR6111;;Duchateau;NA;False
34159;KPRDCSA03;9026011980;284a8c7e8c7612d6d594acb2e5e785a396a02b74912b182a0ef82ef9fd0151e8;pince dissection anatomique L:250mm sans griffes;GR2663;;La Cross USA;;False
34160;KPRDCSA03;9026012004;f7f158904b97b82793325dd9661cff41d190e5f053bec7944de983f14e0a7206;ciseaux Mayo droits L:230mm;GR2664;;Simal;;False
34162;KPRDCSA03;9026011816;b8c406258ac7ac560940f7bce21c8f7d8c2ac7bf38a39d49a42b5ad056fc95a7;pince à col L:270mm;GR2666;;Medicon;;False
34163;KPRDCSA03;9026012184;a583e944ae23dae7e06cf07385ef1a0678fb3c8a95a7fe7e357e461df7d62f90;pince Pozzi L:250mm;GR2795;;Chifa;;False
34165;KPRDCSA03;9026011949;655461cd2f33891f47a7bb4cc452ed75bceffdf3a9695909b454bbb389b5db3a;pince à col L:240mm;GR2841;;Duchateau;;False
34169;KPRDCSA03;9026023702;c8450c55a8eccb52a511cebcb4c148200b6e8a809aa27eb52825e93a8641b3cd;pince porte tampon Foester courbe L:250mm;GR4695;;AMICO;NA;False
34178;KPRDCSA03;9026001078;38de6b98bf7b5efaebcd04d4c09afe8cf927ae3820314dfd1f0ba7f31076652d;mandrin aiguille de Vérès avec ressort L:200mm;GR0836;;Unknown;;False
34180;KPRDCSA03;9026011039;4ba6c0e8e88920cdd16961cf14dde8a0b64166040a755bfb4548531715e075c5;ciseaux courbes L:195mm;GR2719;;Heljestrand;;False
34181;KPRDCSA03;9026011638;c8ef5e40dd5dad3bf503295a8c187ad4ca64ef4a54962305479e55eccd756795;pince Duval mors en olive L:245mm;GR2721;;sklar;;False
34182;KPRDCSA03;9026012165;ce6a434772e3ae12b0669475e86ce4afb5ade9799349ff2172d2a7e7976229ef;pince Duval mors en olive L:245mm;GR2722;;paul louis;;False
34183;KPRDCSA03;9026033404;5d60beafc7c4aedb5ae255019ae38f91873b83ab507bdf9fce89c0f4910c544a;valve vaginale de Kristeller L:230mm l:30mm;GR5597;;Unknown;NA;False
34184;KPRDCSA03;9026012254;7ce5b51af0b5b3178fe971c168dd57fc131bda9dd5b5d4f0386dd02c9eb4a52d;sonde urinaire L:150mm;GR2668;;Chirurg Germany;;False
34185;KPRDCSA03;9026012124;cc17e4d1337ee41a90e44ef28573ecbb166f44f2e443059b52928a3375981d4a;valve de Breisky L:295mm l:35mm;GR2670;;Nopa;;False
34186;KPRDCSA03;9026012125;834efb2682bc171589cf92512afce6793f267f5fff12a8eaa13ee363a921d69d;valve Brunner L:185mm l:13*60mm;GR2671;;Nopa;;False
34187;KPRDCSA03;9026012126;266b0dcc56f545b052453530f0b4aa8957333eb65fa056cc7898c95777e87590;valve Brunner L:185mm l:20*80mm;GR2672;;Nopa;;False
34188;KPRDCSA03;9026011314;4919c8b8ed51bfbef77be589b66bdc3ba2a1e8ceee8afcc1b99fea7cd199f827;écarteur Simon L:250mm l:30mm;GR2673;;Unknown;;False
34189;KPRDCSA03;9026011277;9018a244f22ea9f5c64c916429ae662bcd5268b89b248111bee17f581172374b;ciseaux dissection courbes L:205mm;GR2594;;Unknown;;False
34192;KPRDCSA03;9026011403;1ebec16f40eef0f9077d1d127654b7819ee2d80d400a8b14da3c36fbf34b0db8;pince Pozzi courbe L:245mm;GR2917;;Unknown;;False
34194;KPRDCSA03;9026002841;bc0a3a2aa3d1887552a05fd4134a037ba1b7c9b0c24502872c89d875f95af03f;ciseaux Mayo courbes L:230mm;GR2007;;Paul-Louis;;False
34198;KPRDCSA03;9026011037;143550d78ccc77809ac4e7d1d0be4b9cf57c935f21d9915cf34d00880cf290d6;pince dissection anatomique L:250mm petites griffes;GR2563;;Heljestrand;;False
34201;KPRDCSA03;9026015092;e22540919b009c23c018870c2549881c0372e8ab3a3dc57395bda06acd212f6b;hystérometre gradué L:180mm;GR3753;;Unknown;NA;False
34202;KPRDCSA03;9026011812;1dd283f47ad0fc3d20f8aaa869fbe71ec1b2a00834103a5837626e30c7b3c513;curette utérine n°8 L:310mm;GR2610;;Medicon;;False
34205;KPRDCSA03;9026011823;9f2e36fe14f02a75ec9a0d6938626a27bd6e4cb783d6073d7a7d2efff1e0c2e8;hystéromètre gradué L:310mm;GR2932;;Medicon;;False
34206;KPRDCSA03;9026012056;1be57255f0f7970f6477d8774861e55a5e5b6f59717692ef5ce28ced98d7ffc4;valve Doyen L:245mm 90*45mm;GR2933;;Simal;;False
34208;KPRDCSA03;9026011402;6e971aa6d3f1368bec23cf6941cb7b67df29b696b13dd1e12052760c571a2535;dilatateur D.3/4mm L:195mm;GR2914;;Unknown;;False
34210;KPRDCSA03;9026011824;42a8f1ae461d13fc5f008bbd8fd19f14225ed16e63791ea45c403f9684b5e837;dilatateur D.13/14mm L:200mm;GR2935;;Medicon;;False
34212;KPRDCSA03;9026011895;73b46a7d0eede49c1c795a176c274c0fefcc4cce1c29de33c758c220d8d6a309;dilatateur D.11/12mm L:200mm;GR2907;;Deckers;;False
34214;KPRDCSA03;9026042395;4954fdf9ca405c6d8435b10bebd1c51fd6d8119a3df0366e5c93df5222e3369c;Dilatateur utérin double Hegar D:13/14mm L:205mm;GR6528;;Unknown;EM237;False
34216;KPRDCSA03;9026003245;98b7307e54d5b214a5c3612bc396e3b32ff69e7cb73d427478398ca730140de9;pince à champ de Jones L:60mm;GR2129;;Lawton;;False
34217;KPRDCSA03;9026012181;099eb0ae0f4389f5ce2de02a9a2bd17696e4af13cd66154bf8623ddaa695d7ff;crochet L:165mm 2*1 griffes mousse;GR2985;;paul louis;;False
34218;KPRDCSA03;9026011270;c44238a4d6d80ed63edb864cb0106d4438349efc5b733d85929e6731c26d68f4;pince à col L:250mm;GR2576;;Unknown;;False
34219;KPRDCSA03;9026011973;321eb1e8fe15aaba23c7bfddb0e229d0152eee15165c3367ec5b1dcf407fe1f5;pince à col L:255mm;GR2600;;MBG;;False
34220;KPRDCSA03;9026011279;aed3b004d3741168504348c37b04de55a6a81a66087c3fff4b97271fba8939c0;valve vaginale de Kristeller n°2 L:215mm l:30mm;GR2601;;Unknown;;False
34222;KPRDCSA03;9026012249;f5e89ef8680d74dbc43b1788d8d8446df7f26b009ce074ab3d6d324d4f31413f;ciseaux metzenbaun courbe L:230mm;GR2588;;Lamoral;;False
34228;KPRDCSA03;9026015154;d853d39efb63a8761757fd2439ae81eb6901a0f73b9e762101d4272fa1524be7;pince à cadres L:210mm;GR3764;;paul louis;NA;False
34229;KPRDCSA03;9026015155;5b0ea6b8a4905677bcf6d72ddfcaa60802d5f3322d6d5a980f49e61d4489e878;pince à cadres L:210mm;GR3765;;Leibinger;NA;False
34231;KPRDCSA03;9026011998;b007971160636b049f2fb65191973f6c72b0786322c674b06026a222f0c798af;pince dissection anatomique L:250mm 2*1 griffes;GR2562;;Simal;;False
34234;KPRDCSA03;9026012248;34c70751899505e02a260e8df50b665d5a8d86c37971d0c06ca4bd7362d8e78d;pince à col L:250mm;GR2566;;Medibel;;False
34236;KPRDCSA03;9026012685;3347459a7fe5c67d403e60e45c2fd3db06af4beed355509ca39e0f15e8306af7;pince Cheron;GR3337;;Unknown;NA;False
34237;KPRDCSA03;9026015091;07eed685c26189fa701591e3b450d11ea56e72a3d76d85be0d265ed582ae2ea9;manche pour hystéromètre L:105mm;GR3752;;Simal;NA;False
34238;KPRDCSA03;9026012272;f7ae1f37780071ede9b0e03192d877770ef4e6c8ab6b07f48efe3aec1b391032;valve vaginale de Doyen L:240mm l:45*120mm;GR2946;;Halkin;;False
34239;KPRDCSA03;9026012060;5b01b87dc48fff5a439e648e4fc067d6b64a5342095ff12400bbd4d1c67fd717;curette utérine L:320mm l:38mm;GR2949;;Simal;;False
34240;KPRDCSA03;9026011953;14e9e4f9ac5d0dad0ca99a67f035e71f77eaa36bd58f09aba4cbc8f462c78493;pince Pozzi L:250mm;GR2931;;Duchateau;;False
34244;KPRDCSA03;9026012046;6c0554e4011f1854f8087617f80c726a2eb735da981e5f219413503ea4445399;dilatateur D.7/8mm L:215mm;GR2908;;Simal;;False
34245;KPRDCSA03;9026012044;c00129381f9017627c9998ce6cd98a620132fb6564f9f06af4b1e082767f996f;dilatateur D.15/16mm L:220mm;GR2905;;Simal;;False
34247;KPRDCSA03;9026037129;7e52e5ec9be098632f1478db3a22dba5173da9cd9af0d9cc65b9cd50d7c9923c;Valve vaginale de Doyen L: 240mm;GR6183;;Unknown;NA;False
34250;KPRDCSA03;9026012178;8fc5245da48aa12614c97b2bedea087dcc16e939faa2a904e5ca304d0e87c8c0;maillet L:175mm;GR2982;;paul louis;;False
34251;KPRDCSA03;9026012179;6b1a6044b8f22d7ea7f5d82bcf22e9be27e7d8c1ceb4dfc7ee8aea1a5862d48e;crochet L:170mm;GR2983;;paul louis;;False
34252;KPRDCSA03;9026012180;d9f36a0c3bd682f70fac59239c2d0f88932344642e8333e467c9b82c429da9d3;crochet L:165mm 2*1 griffes pointues;GR2984;;paul louis;;False
34253;KPRDCSA03;9026012273;f58449e313bb4dd015610d8a8f4bb47b6b3c746f8d8291e5fa63078e01e42522;canule d'aspiration L:175mm;GR2986;;Hona;;False
34254;KPRDCSA03;9026011419;96378ade826bff4dfc7347c39b1f28de88cd8ba01071ddf38df45c9b0910a685;mandrin pour canule d'aspiration L:165mm;GR2987;;Unknown;;False
34255;KPRDCSA03;9026012236;c84a090c43d0c22cb0db7b8aaf6f8bb842325c1224b97c3d5177e1e78f36c6de;abaisse langue L:140mm l:60mm;GR2988;;Trackray;;False
34256;KPRDCSA03;9026012237;c172c4325722e3bf873e08236edf23c72c2df7c6042bdbe821974fe1e1517842;abaisse langue L:145mm l:70mm;GR2989;;Trackray;;False
34257;KPRDCSA03;9026012238;53014f08a31b12002ef2820f960b39774553a4636c8921810250d6e0be4c6ceb;abaisse langue L:150mm l:80mm;GR2990;;Trackray;;False
34258;KPRDCSA03;9026012155;cd6adbbba62cd09931908144cf3453d58c6109bd23aca5498181fc02f3b2527e;burin 6mm L:155mm;GR2991;;Dittmar;;False
34259;KPRDCSA03;9026012156;238aa17fdab0643f8626df95f2eaebe40d62fd44f025e75721835cf0a900967f;burin 18mm L:160mm;GR2992;;Dittmar;;False
34260;KPRDCSA03;9026011831;5996a54fbce6be2743b2ed962940a480e7fab98984f236d198978b4b1964474c;lame malléable L:155mm;GR2993;;Medicon;;False
34261;KPRDCSA03;9026012274;6332aeff1c52b78a5756a1cdc3f4cf686e85aecdf9e0cd7c76e7dad8f51da526;curette utérine L:215mm L:15mm;GR2994;;Down England;;False
34262;KPRDCSA03;9026012275;7ddb4032b07109d2e91491966c0e092e8a337f0908b8f088320cb40f077f9c4d;curette utérine L:220mm L:17mm;GR2995;;Down England;;False
34263;KPRDCSA03;9026012276;f10123158828cf09ffd8e922c12468ce1615a02f86d14e894ab303c07f3ac7d2;curette n°3 L:195mm;GR3000;;Dascher;;False
34264;KPRDCSA03;9026011420;3895a5099bfac03cf1a4d7203de98d6f3f166b5088f064aefde5994d0227ad55;écarteur 3 pointes L:40*50mm;GR2996;;Unknown;;False
34265;KPRDCSA03;9026012232;dcd1312a3a630b7a7def794c507e5a20f140dab687bff31367cefcbae1710230;bras coulissant pour écarteur à 3 pintes L:50mm;GR2998;;Trackray Leeds;;False
34266;KPRDCSA03;9026011422;cd276c7ff1736c865262ae6c75cab8fe27503c5f7a4c12838695ec26bb28fd30;boulon de serrage D.5mm;GR2999;;Unknown;;False
34267;KPRDCSA03;9026011423;4f8a1afc707a55a6b3b7638091f3d07fa3ebe58c912a60ef3dc2ce67c5b50f58;syndestome gauche L:155mm;GR3001;;Unknown;;False
34268;KPRDCSA03;9026011424;29f69f3fa753b852c43c3f82f853a7c45b2b2a6b01be7420d528234fd7efc68d;syndestome droit L:155mm;GR3002;;Unknown;;False
34269;KPRDCSA03;9026011425;4dd81586e93d13b35acf3ea3050fc3173e2d22e92ee1cb857ab1f67adf99139e;élévateur courbé droit L:180mm;GR3003;;Unknown;;False
34270;KPRDCSA03;9026011426;b40045650cbbaa9fb855b7f34670e7a609f05ca1a97a0d35a51c439f2d29156c;élévateur courbé gauche L:180mm;GR3004;;Unknown;;False
34271;KPRDCSA03;9026011427;8e847e25f68c8cbc489df6bd4e07f1e6acdfe759044d863b01b489852144c36d;pince avec crochet L:170mm;GR3005;;Unknown;;False
34275;KPRDCSA03;9026011429;ad0d24a59731730e4290d517dbd1fb3a4c0d2a5858a6cf2b340a745d24b932b4;ciseau frappé bout strié / maillet L:150mm;GR3009;;Unknown;;False
34276;KPRDCSA03;9026015399;9f6c5b89834e43da7f713347c87e86bdc1f40efd3b423affd12c0694611e4db3;valve pour cadre de Kirschner L:115mm;GR3837;NA;Thackray;NA;False
34278;KPRDCSA03;9026012049;31226ba6e578ce5d8d81ffaadd96c9b4682d9c505774013a9141b530e779c0cb;dilatateur D.11/12mm L:215mm;GR2915;;Simal;;False
34279;KPRDCSA03;9026002542;7c51f0cd99fb6858df64af388fef46a98581258e165d8f94f347981673ccb99b;dilatateur 15/16mm L:200mm;GR2044;;Medicon;;False
34281;KPRDCSA03;9026031684;9bc805d1dfd206f008161466ba1f70cf44f68b88a3595c042a426050cc1363bc;dilatateur 13/14 L:200mm;GR5323;;Rudolf;NA;False
34282;KPRDCSA03;9026031685;d5cbb65bbfdfffedfc5466c332abe208f667d48cbda0bade6a3bb406aa8caee8;dilatateur 15/16 L:205mm;GR5324;;Rudolf;NA;False
34283;KPRDCSA03;9026012038;cf919581223a196815422aaf4bd13c21b24252cce18445307747f5d1caf43545;curette utérine n°2 L:275mm;GR2851;;Simal;;False
34284;KPRDCSA03;9026011951;c8ba5ef51f30c0fccb0eb25613e7b04e1ccb32a5164937be2701337aaa5f249c;dilatateur D.15/16mm L:200mm;GR2849;;Duchateau;;False
34285;KPRDCSA03;9026012011;7c6e4e7bd75dcc3f71ff11b8c93c07cf1b47645041ab874b817813da854bd4e3;curette utérine n°3 L:270mm;GR2703;;Simal;;False
34286;KPRDCSA03;9026012012;8cdc08151401db4d4f33600473be2fd1ac8d476132820b08f3b068bc8e06df16;curette utérine n°4 L:300mm;GR2705;;Simal;;False
34287;KPRDCSA03;9026012043;42ed78e251b44cfeace12851ff7809b751c0692297abc33b5ea186a35ab28258;curette utérine n°4 L:265mm;GR2902;;Simal;;False
34288;KPRDCSA03;9026011410;0443fe9384078624d5c20d806e682af342a09d32a4b163626cd9440478d614c5;pince à pansement utérin de Bozemann L:260mm;GR2936;;Unknown;;False
34289;KPRDCSA03;9026011411;d6db9ecf169e9d900f2938afa5e2353407a033d3f0853f2f4f69308367d59d28;hystéromètre gradué L:270mm;GR2937;;Unknown;;False
34290;KPRDCSA03;9026012057;402cf8efd32ea5838279c11773136625cf578809ac1dc6d424669a9d29b8a874;curette utérine n°7 L:275mm;GR2938;;Simal;;False
34294;KPRDCSA03;9026011470;b33cf6d7da2ca658604346938e6d219822ddacca5ed32ae21588edfda384d41b;Canule d'infiltration n°3 L:280mm;GR3092;;Unknown;;False
34295;KPRDCSA03;9026011472;c994be38592f34bb2318cf4e0063b9794761ec5c0e646c7a56b6027cedb33179;canule n°3 3 grands trous L:170mm;GR3094;;Unknown;;False
34301;KPRDCSA03;9026012040;8e522adb4423b8aaab53eec7ad82dff6df134872cef5c5c2c9ca76e67235435a;pince anatomique Duval L:150mm;GR2861;;Simal;;False
34302;KPRDCSA03;9026011428;19bdd693e6d7f4b602724d496591c0af26af75d01d02fcd8e0f098970138c3a6;élévateur double L:175mm;GR3006;;Unknown;;False
34303;KPRDCSA03;9026011640;14300e09941d05e793aaa4f7134403a1aabb8b9231254c57708c74eec51175b3;ciseau frappé bout strié / maillet L:210mm;GR3008;;sklar;;False
34304;KPRDCSA03;9026015398;450f5bb8fced4eaa9c8cb389651936563d5d25f95b9328a4ce3ae6f209de3f31;cadre de Kirschner;GR3836;NA;Thackray;NA;False
34305;KPRDCSA03;9026012270;191e8a2c418c6d1725e9c28608e3bc7745b4bc32301d7874b0768ca0a02dac8c;curette utérine n°5 courbe L:310mm;GR2912;;Motterbeck-Beez;;False
34306;KPRDCSA03;9026012047;87c8377ea90f9ce4483f6c176eb874b79af686459b718efe88d08dda0ba1ce76;curette utérine n°3 courbe L:265mm;GR2911;;Simal;;False
34308;KPRDCSA03;9026011280;c522a9b8ef81e83f5b23456ca5d7f1f28448980248a0278c291019b673a7a28d;pince à pansement Bozemann L:275mm;GR2602;;Unknown;;False
34310;KPRDCSA03;9026011811;798e5ab830f53edba9fa7ab46474a876aa9c871a5f3f7ee1bfd1307fb86232fb;valve vaginale L:235mm l:45mm;GR2605;;Medicon;;False
34312;KPRDCSA03;9026031683;3b4381a78893852b6ca4ac78e8fafcaf8428d9f58a5dd81b00b097017ae6a72c;dilatateur 11/12 L:200mm;GR5322;;Rudolf;NA;False
34313;KPRDCSA03;9026006756;8e1a6dba17e7f3a57a920a3cc26724b2d5fd832e859f766e921c07b5e4515c7e;pince bozeman L:260mm;GR1472;;Unknown;;False
34314;KPRDCSA03;9026012037;c612fbdd6c8df2884803dc6e19f9343d0517b08a600d3f0571ee178ded887e51;curette utérine n°1 L:305mm;GR2850;;Simal;;False
34317;KPRDCSA03;9026011941;05553eba9850f2bcd005701ec2b39f1284f7dabc95c9d9157dc5200a41c40822;curette utérine n°0 L:250mm;GR2704;;Duchateau;;False
34319;KPRDCSA03;9026011815;82293d866bba733e13b90ed9a76fcb0ee2c87ca0fd29691f0500b0917cb29b69;curette utérine n°2 L:305mm;GR2661;;Medicon;;False
34320;KPRDCSA03;9026011312;4c0a029b1b515e59f1797085c1f4777e90868b91d8bec35e71f2a94a1021c05d;curette utérine n°2 L:310mm;GR2662;;Unknown;;False
34323;KPRDCSA03;9026011469;60211c5613d57285324106afda5b827096e18d6dc693eb003ccc58928588a634;Canule d'infiltration n°3 L:330mm;GR3091;;Unknown;;False
34324;KPRDCSA03;9026011473;d2ccd02b8bbbcc6f1ca2f839ed26329b5deb43a3b9a445551711bc9a5b2cffcc;canule n°3 3 trous L:170mm;GR3095;;Unknown;;False
34325;KPRDCSA03;9026011471;334266da883e205ca815de55c750d6e4981caa11db34a8fa2938fd4f4a21c459;canule dorée n°4 3 trous L:275mm;GR3093;;Unknown;;False
34331;KPRDCSA03;9026012055;ecc98d40d7f41376a65c9ac45098226f172b39e1d54903a2dcd3737d09fb819a;pince Duval en olive L:160mm (2 pièces);GR2930;;Simal;;False
34333;KPRDCSA03;9026012264;7842a560208a73578012e7577b99ff01f70941a5445a113fecd5252aa61ee077;pince à champ de Backaus L:135mm;GR2863;;Medibel;;False
34334;KPRDCSA03;9026011952;2a7f573594d7ae51f86cee914c9c587d2cfe14c2211a91150d01d3511d1742aa;pince Duval en olive L:180mm;GR2864;;Duchateau;;False
34335;KPRDCSA03;9026003115;338b2d1f9be4ec5be784648bdc98d7621b52d7b6f2eca4675feae60cdd564a4a;pince Duval L:200mm en coeur;GR0760;;Simal;;False
34342;KPRDCSA03;9026011837;706120681af4ad717cf72dca9dd47286c074aba663b29226a3e2f94dc2318c6f;pince Leriche L:200mm sans griffes;GR2780;;Leibinger;;False
34345;KPRDCSA03;9026006282;9aa489fc74f439c57a2178247075ef33f98ffc89cbfb7df38aa9ccb20e897d09;pince à champ L:135mm;GR0373;;Unknown;;False
34353;KPRDCSA03;9026011302;62e15ee92f842313d14f85815398084191470aa5a164fd28b41f9ae61a527024;pince Halsted-Mosquito L:200mm sans griffes;GR2647;;Unknown;;False
34354;KPRDCSA03;9026012153;14adcc6a1d70b3cabac45b85c2fb3509e0897821ee7b97140c0df6b4e0e61930;écarteur de Richardson L:265mm;GR2650;;Dittmar;;False
34357;KPRDCSA03;9026012159;96fed53019f1dd321e9e21b7e43cc57a7b349e7b2ab77760861faf0666ae7619;ciseaux à fils courbes L:160mm;GR2568;;paul louis;;False
34360;KPRDCSA03;9026012160;576d3de918dfb878a81d3c6cdc51f87f96ce89a1c1578180fc108b253858f9e9;pince à champ de Backaus L:140mm;GR2569;;paul louis;;False
34362;KPRDCSA03;9026006558;81c00dde57913f524c08e5ed2165ff21fbebb8efaf2444adeec576727658f742;ciseaux à fils courbes L:170mm;GR0915;;Unknown;;False
34364;KPRDCSA03;9026012164;9e709b1f61640a6f6c030544fc35374b34bec4bd4eda290528eb4189ddfbf367;pince O'Shaugnessy courbe L:200mm;GR2691;;paul louis;;False
34366;KPRDCSA03;9026012009;a09a32b511eb9e43e16a8a30fe1e72b179fda537d61a95797d37c10525dde592;clamp intestinal de Doyen droit L:230mm;GR2688;;Simal;;False
34369;KPRDCSA03;9026012010;3edfe3937f629fa5ce94a0b0a5aae8ba654a0b46fcbf97d7ab1c5f1cef4ed1c7;cuillère L:160mm;GR2692;;Simal;;False
34375;KPRDCSA03;9026011300;60f779ab1d66564b0e5b7756d12417094d7e3ff6dc5f206c803e7ef8bc152fde;cuillère L:150mm;GR2638;;Unknown;;False
34376;KPRDCSA03;9026012222;fc0a4d4516bd9e1af70e356a81075d9d45d572d899410b01a384c849d17b7262;spatule de Bergeret L:340mm;GR2699;;Collin;;False
